base_id,condition,hop_depth,error_type,final_correct,final_absurd,max_probe_score,mean_probe_score,fired_at_least_once,n_interventions
3hop_compound_rate_0002,baseline,3,wrong_unit,False,False,0.9999999983965496,0.6918434086664367,True,0
3hop_compound_rate_0002,reprompt,3,wrong_unit,False,False,0.9999999983965496,0.6918434086664367,True,2
3hop_compound_rate_0002,replace_prior,3,wrong_unit,False,False,0.0755478230191028,0.0494357363553276,False,2
3hop_compound_rate_0002,branch_and_pick,3,wrong_unit,False,False,0.8648641944716745,0.4229663415369205,True,2
2hop_counting_0021,baseline,2,wrong_operator,False,False,0.9999886136073388,0.5000157635379199,True,0
2hop_counting_0021,reprompt,2,wrong_operator,False,False,0.9999886136073388,0.5000157635379199,True,1
2hop_counting_0021,replace_prior,2,wrong_operator,False,False,0.0585223975966609,0.0292826555325809,False,1
2hop_counting_0021,branch_and_pick,2,wrong_operator,False,False,0.3714699540407035,0.1857564337546022,False,1
4hop_multi_stage_allocation_0009,baseline,4,wrong_percentage_base,False,False,0.9999999992460942,0.7552158109728309,True,0
4hop_multi_stage_allocation_0009,reprompt,4,wrong_percentage_base,False,False,0.9999999992460942,0.7552158109728309,True,3
4hop_multi_stage_allocation_0009,replace_prior,4,wrong_percentage_base,False,False,0.9996656461466592,0.7102256079701914,True,3
4hop_multi_stage_allocation_0009,branch_and_pick,4,wrong_percentage_base,False,False,0.8179506841104769,0.4051659360680655,True,3
2hop_fractions_0036,baseline,2,wrong_operator,False,False,0.985624873177526,0.4948348546425543,True,0
2hop_fractions_0036,reprompt,2,wrong_operator,False,False,0.985624873177526,0.4948348546425543,True,1
2hop_fractions_0036,replace_prior,2,wrong_operator,False,False,0.563261017520443,0.2836529268140128,False,1
2hop_fractions_0036,branch_and_pick,2,wrong_operator,False,False,0.3303311143210422,0.1671879752143124,False,1
4hop_nested_fractions_0006,baseline,4,wrong_operator,False,False,0.9999999999913496,0.919761238307346,True,0
4hop_nested_fractions_0006,reprompt,4,wrong_operator,False,False,0.9999999999913496,0.919761238307346,True,3
4hop_nested_fractions_0006,replace_prior,4,wrong_operator,False,False,0.9962574434656584,0.9082930506988344,True,3
4hop_nested_fractions_0006,branch_and_pick,4,wrong_operator,False,False,0.9921309111490434,0.8763877574595786,True,3
3hop_multi_stage_geometry_0005,baseline,3,off_by_one,False,False,0.9984500409930954,0.8819920150024961,True,0
3hop_multi_stage_geometry_0005,reprompt,3,off_by_one,False,False,0.9984500409930954,0.8819920150024961,True,2
3hop_multi_stage_geometry_0005,replace_prior,3,off_by_one,False,False,0.6834752758085096,0.3156610065803922,False,1
3hop_multi_stage_geometry_0005,branch_and_pick,3,off_by_one,False,False,0.6834752758085096,0.5285702157255893,False,2
3hop_multi_stage_geometry_0027,baseline,3,wrong_unit,False,False,0.9987958892173228,0.9898777059963272,True,0
3hop_multi_stage_geometry_0027,reprompt,3,wrong_unit,False,False,0.9987958892173228,0.9898777059963272,True,3
3hop_multi_stage_geometry_0027,replace_prior,3,wrong_unit,False,False,0.975336726799061,0.4205722692080869,True,1
3hop_multi_stage_geometry_0027,branch_and_pick,3,wrong_unit,False,False,0.6473703778803991,0.3626941952305442,False,3
3hop_percentage_chain_0001,baseline,3,wrong_operator,False,False,0.9999999862324682,0.6844540993215666,True,0
3hop_percentage_chain_0001,reprompt,3,wrong_operator,False,False,0.9999999862324682,0.6844540993215666,True,2
3hop_percentage_chain_0001,replace_prior,3,wrong_operator,False,False,0.9988919386779208,0.4734302083392274,True,2
3hop_percentage_chain_0001,branch_and_pick,3,wrong_operator,False,False,0.7332646381277718,0.3243688222139952,False,2
4hop_compound_interest_0011,baseline,4,wrong_operator,False,False,0.9999999984504312,0.9936841893926656,True,0
4hop_compound_interest_0011,reprompt,4,wrong_operator,False,False,0.9999999984504312,0.9936841893926656,True,3
4hop_compound_interest_0011,replace_prior,4,wrong_operator,False,False,0.999862740201362,0.7674448495275363,True,3
4hop_compound_interest_0011,branch_and_pick,4,wrong_operator,False,False,0.9999999984504312,0.6929019665630786,True,3
